"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Chin, Bryan W.","CSE 198 - Direct Group Study (0)","FA22","15","6","100.0%","100.0%","7.17","A (4.00)","N/A"
"Soosai Raj, Adalbert Geral","CSE 198 - Direct Group Study (0)","FA22","8","3","100.0%","100.0%","2.50","N/A","N/A"
"Bach, Quang Tran","CSE 20 - Discrete Mathematics (A)","FA22","211","66","81.8%","93.8%","8.47","B+ (3.59)","B (3.01)"
"Impagliazzo, Russell","CSE 21 - Math/Algorithm&Systems Analys (A)","FA22","377","162","62.5%","40.1%","7.79","B+ (3.37)","B (3.21)"
"Muller, P Keith","CSE 30 - Computer Organiz&Systms Progrm (A)","FA22","324","217","91.5%","94.8%","10.20","B+ (3.39)","B+ (3.31)"
"Chin, Bryan W.","CSE 30 - Computer Organiz&Systms Progrm (B)","FA22","95","65","89.2%","90.6%","11.22","B (3.27)","B- (2.74)"
"Moshiri, Alexander Niema","CSE 87 - First-year Seminar (A)","FA22","15","12","100.0%","100.0%","1.00","B+ (3.67)","N/A"
"Soosai Raj, Adalbert Geral","CSE 8A - Intro to Programming 1 (A)","FA22","176","107","95.3%","100.0%","7.35","B+ (3.50)","B+ (3.34)"
"Soosai Raj, Adalbert Geral","CSE 8A - Intro to Programming 1 (B)","FA22","182","95","93.6%","97.8%","6.48","B+ (3.59)","B+ (3.35)"
"Lerner, Sorin","CSE 8A - Intro to Programming 1 (C)","FA22","180","113","96.4%","99.1%","6.55","B+ (3.60)","B+ (3.50)"
"Ochoa, Benjamin Lawrence","CSE 8B - Intro to Programming 2 (A)","FA22","120","25","68.0%","80.0%","7.94","B (3.12)","C (2.29)"
"Cao, Yingjun","CSE 100 - Advanced Data Structures (A)","S222","54","11","80.0%","80.0%","13.90","B+ (3.40)","B+ (3.32)"
"Braun, Oliver","CSE 101 - Design & Analysis of Algorithm (A)","S222","48","27","96.0%","95.8%","11.39","A- (3.74)","A- (3.72)"
"Miranda, Gregory Joseph","CSE 11 - Accel. Intro to Programming (A)","S222","93","30","93.3%","93.3%","9.50","A- (3.73)","B (3.16)"
"Eldon, John","CSE 141 - Intro/Computer Architecture (A)","S222","100","62","88.5%","88.5%","9.75","B- (2.93)","B (3.15)"
"Eldon, John","CSE 141L - Project/Computer Architecture (A)","S222","104","48","76.6%","80.9%","10.29","B (3.17)","B (3.11)"
"Tseng, Hung-Wei","CSE 142 - Comp Arch Software Perspective (A)","S222","42","40","82.5%","87.5%","10.60","B (3.15)","B+ (3.51)"
"Tseng, Hung-Wei","CSE 142L - Software Proj Comp Arch (A)","S222","38","20","80.0%","90.0%","9.66","B (3.16)","A- (3.74)"
"Briones, Jor-el Thomas Caparas","CSE 20 - Discrete Mathematics (A)","S222","22","13","92.3%","84.6%","9.12","B (3.15)","B+ (3.64)"
"Braun, Oliver","CSE 21 - Math/Algorithm&Systems Analys (A)","S222","53","17","87.5%","100.0%","6.90","B+ (3.38)","B+ (3.32)"
"Cao, Yingjun","CSE 30 - Computer Organiz&Systms Progrm (A)","S222","32","7","85.7%","100.0%","14.21","B+ (3.43)","B (3.02)"
"Miranda, Gregory Joseph","CSE 8A - Intro to Programming 1 (A)","S222","31","16","93.8%","100.0%","8.38","B+ (3.38)","B (3.17)"
"Cao, Yingjun","CSE 100 - Advanced Data Structures (A)","S122","65","10","100.0%","90.0%","12.90","B+ (3.40)","B (3.09)"
"Cao, Yingjun","CSE 11 - Accel. Intro to Programming (A)","S122","33","3","100.0%","100.0%","8.50","A (4.00)","B+ (3.47)"
"Krause-Levy, Sophia Louisa","CSE 12 - Basic Data Struct & OO Design (A)","S122","90","45","97.7%","90.7%","11.21","B+ (3.59)","B- (2.79)"
"Powell, Thomas Allan","CSE 134B - Web Client Languages (A)","S122","75","17","92.9%","85.7%","13.36","B (3.07)","B- (2.77)"
"Gungor, Onat","CSE 140 - Component&Desgn Tech/Digtl Sys (A)","S122","68","58","78.2%","81.8%","9.25","B (3.16)","B (3.18)"
"Eldon, John","CSE 140L - Digital Systems Laboratory (A)","S122","77","31","76.0%","68.0%","8.17","B+ (3.54)","B+ (3.55)"
"Morris, Justin Loren","CSE 15L - Software Tools&Techniques Lab (A)","S122","80","62","91.9%","90.3%","5.09","A- (3.70)","B+ (3.54)"
"Kumar, Rakesh","CSE 175 - Entrepreneurship for Engineers (A)","S122","22","4","100.0%","100.0%","7.50","A- (3.75)","B (3.29)"
"Tran, Khoa Dang","CSE 20 - Discrete Mathematics (A)","S122","41","13","100.0%","92.3%","8.50","A- (3.92)","B+ (3.52)"
