"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (B)","SP22","20","9","100.0%","100.0%","3.07","A- (3.83)","A- (3.70)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (C)","SP22","20","6","100.0%","100.0%","2.50","B+ (3.50)","A- (3.80)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (D)","SP22","20","14","100.0%","100.0%","2.96","A- (3.85)","A- (3.74)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (E)","SP22","18","10","100.0%","88.9%","3.90","A (4.00)","N/A"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (F)","SP22","20","6","100.0%","100.0%","2.10","A (4.00)","A- (3.72)"
"Walsh, Kim C.","TDAC 101 - Acting I (A)","SP22","19","6","100.0%","100.0%","3.17","A- (3.83)","N/A"
"Harting, Carla Kelso","TDAC 101 - Acting I (B)","SP22","24","14","100.0%","100.0%","3.36","A- (3.92)","B+ (3.53)"
"Basso, Beatrice","TDAC 102 - Acting II (A)","SP22","18","4","100.0%","100.0%","3.00","A (4.00)","N/A"
"Chang, Jennifer M.","TDAC 102 - Acting II (B)","SP22","18","3","100.0%","100.0%","4.50","A (4.00)","N/A"
"Barricelli, Marc Alexander","TDAC 104 - Classical Text (A)","SP22","19","9","100.0%","100.0%","4.06","A- (3.89)","N/A"
"Meyer, Ursula","TDAC 111 - Freeing The Voice (A)","SP22","19","15","100.0%","100.0%","2.63","A- (3.93)","N/A"
"Buescher, Stephen W.","TDAC 115 - Movement for Actors (A)","SP22","25","16","100.0%","100.0%","1.50","A- (3.81)","B+ (3.56)"
"Williams, Madison Mae","TDAC 122 - Ensemble: Undergrad Production (A)","SP22","11","3","100.0%","100.0%","10.50","A (4.00)","N/A"
"Dolan, Judith A.","TDDE 112 - Advanced Costume Design (A)","SP22","17","4","100.0%","100.0%","5.00","A (4.00)","N/A"
"Snaith, Yolande","TDDM 101 - Dance Making 2 (A)","SP22","19","3","100.0%","100.0%","1.50","A (4.00)","N/A"
"Smith, Alison D","TDDM 5 - Site Specific Dance & Perform (A)","SP22","30","8","100.0%","87.5%","1.75","A- (3.86)","A- (3.88)"
"Powell, Lora","TDDR 101 - Stage Management (A)","SP22","27","14","100.0%","100.0%","2.67","A- (3.73)","B+ (3.63)"
"Castro, Robert Jess","TDDR 111 - Directing - Acting Process (B)","SP22","15","4","100.0%","100.0%","5.83","A (4.00)","N/A"
"Powell, Lora","TDDR 191 - Major Project in Stage Mngmt (A)","SP22","5","4","100.0%","100.0%","4.50","B+ (3.67)","N/A"
"Salovey, Todd","TDGE 1 - Introduction to Theatre (A)","SP22","122","36","100.0%","100.0%","2.44","A- (3.90)","A- (3.78)"
"Salovey, Todd","TDGE 100 - Creating the Role of ""Leader"" (A)","SP22","49","14","92.9%","100.0%","4.64","A (4.00)","A- (3.82)"
"Tompa, Gabor","TDGE 11 - Great Performances on Film (A)","SP22","193","51","89.8%","79.6%","2.91","A- (3.85)","A- (3.91)"
"Fulton, Julia","TDGE 124 - Cult Films: Weirdly Dramatic (A)","SP22","199","78","100.0%","98.7%","2.66","A- (3.88)","A- (3.78)"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (A)","SP22","18","13","100.0%","100.0%","2.90","A- (3.90)","N/A"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (B)","SP22","19","8","100.0%","87.5%","4.79","B+ (3.50)","N/A"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (C)","SP22","18","8","100.0%","100.0%","2.21","A- (3.86)","N/A"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (D)","SP22","20","12","90.0%","90.0%","4.50","A- (3.89)","A- (3.92)"
"Guirguis, Mark C","TDGE 87 - First-year Seminar (A)","SP22","19","12","100.0%","100.0%","0.68","N/A","N/A"
"Jun, Grace Shin Hae","TDHD 21 - Dance Pioneers/20th-21st Cent (A)","SP22","16","3","100.0%","100.0%","1.50","A (4.00)","N/A"
"Power, Jade Yukana","TDHT 10 - Introduction to Play Analysis (A)","SP22","14","5","100.0%","100.0%","4.50","A (4.00)","N/A"
"Power, Jade Yukana","TDHT 10 - Introduction to Play Analysis (B)","SP22","16","7","100.0%","100.0%","3.17","B+ (3.40)","N/A"
"Urban, Alison Diana","TDHT 101 - Topics: Lit & Theatre History (A)","SP22","24","9","100.0%","100.0%","3.39","A- (3.78)","B+ (3.56)"
"Power, Jade Yukana","TDHT 101 - Topics: Lit & Theatre History (B)","SP22","33","13","92.3%","92.3%","4.50","B+ (3.62)","A- (3.76)"
"Burelle, Julie Sara Veronique","TDHT 23 - Twentieth-Century Theatre (A)","SP22","72","17","93.3%","93.3%","3.03","B+ (3.40)","B (3.19)"
"Caligagan, Maria T.","TDMV 1 - Beginning Ballet (A)","SP22","37","8","100.0%","100.0%","2.75","A (4.00)","A- (3.92)"
"Caligagan, Maria T.","TDMV 1 - Beginning Ballet (B)","SP22","33","12","100.0%","100.0%","3.67","A- (3.89)","A- (3.83)"
"Arcidiacono, Kristin","TDMV 11 - Theatrical Tap (A)","SP22","29","11","100.0%","100.0%","2.14","A- (3.88)","B+ (3.67)"
"Weinberg, Sadie","TDMV 110 - Intermediate Ballet (A)","SP22","33","14","100.0%","100.0%","1.67","A (4.00)","A- (3.70)"
"Rincon, Patricia A.","TDMV 120 - Intermediate Contemp Dance (A)","SP22","29","7","100.0%","100.0%","1.50","A (4.00)","A- (3.96)"
"Sammartano, Tonnie","TDMV 120 - Intermediate Contemp Dance (B)","SP22","18","6","100.0%","83.3%","2.90","A (4.00)","N/A"
"Chaleff, Rebecca","TDMV 122 - Advanced Contemporary Dance (A)","SP22","21","6","100.0%","100.0%","0.83","A (4.00)","B+ (3.66)"
"Rincon, Alicia","TDMV 130 - Intermediate Jazz (A)","SP22","22","7","100.0%","100.0%","2.50","A- (3.86)","A- (3.93)"
"Caligagan, Tony","TDMV 142 - Latin Dance of the World (A)","SP22","51","15","93.3%","93.3%","2.90","A (4.00)","A (4.00)"
"Foster-King, Sandra","TDMV 143 - West African Dance (A)","SP22","24","5","80.0%","60.0%","3.00","A (4.00)","A- (3.96)"
"Caligagan, Tony","TDMV 146 - Intermediate Latin Dance (A)","SP22","34","10","80.0%","50.0%","2.70","A (4.00)","A- (3.98)"
"Jun, Grace Shin Hae","TDMV 149 - Advanced Hip-Hop (A)","SP22","29","6","100.0%","100.0%","0.83","A (4.00)","A- (3.98)"
"Wilson, Terry A.","TDMV 2 - Beginning Contemporary Dance (A)","SP22","32","11","100.0%","100.0%","1.30","A (4.00)","A (4.00)"
"Smith, Alison D","TDMV 2 - Beginning Contemporary Dance (B)","SP22","32","8","100.0%","100.0%","1.50","A (4.00)","A- (3.95)"
"Weinberg, Sadie","TDMV 2 - Beginning Contemporary Dance (C)","SP22","34","9","100.0%","100.0%","1.17","A (4.00)","A- (3.92)"
"Snaith, Yolande","TDPF 162 - Studies/Perform-Spring Product (A)","SP22","22","6","100.0%","100.0%","3.83","A (4.00)","A (4.00)"
"Guirguis, Mark C","TDPR 6 - Theatre Practicum (A)","SP22","53","13","80.0%","90.0%","6.68","A- (3.91)","A- (3.89)"
"Stein, Deborah Isobel","TDPW 1 - Introduction to Playwriting (A)","SP22","15","5","100.0%","100.0%","4.50","A (4.00)","N/A"
"Stein, Deborah Isobel","TDPW 1 - Introduction to Playwriting (B)","SP22","14","4","100.0%","100.0%","4.00","A- (3.75)","N/A"
"Stein, Deborah Isobel","TDPW 1 - Introduction to Playwriting (C)","SP22","14","6","100.0%","100.0%","2.50","B+ (3.67)","N/A"
"Stein, Deborah Isobel","TDPW 1 - Introduction to Playwriting (D)","SP22","14","7","100.0%","100.0%","5.64","A- (3.86)","N/A"
"Stein, Deborah Isobel","TDPW 1 - Introduction to Playwriting (E)","SP22","14","8","87.5%","100.0%","3.75","A- (3.86)","N/A"
"Iizuka, Naomi Hisako","TDPW 102 - Advanced Playwriting (A)","SP22","22","10","100.0%","100.0%","8.70","A- (3.90)","B+ (3.64)"
"Wilson, Terry A.","TDTR 10 - Introduction to Dance (A)","SP22","47","20","95.0%","95.0%","3.40","A- (3.94)","A- (3.84)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (B)","WI22","19","7","100.0%","100.0%","1.93","A- (3.83)","N/A"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (C)","WI22","19","13","100.0%","100.0%","2.17","A- (3.91)","N/A"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (D)","WI22","20","8","100.0%","100.0%","4.21","A (4.00)","A- (3.80)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (E)","WI22","18","7","100.0%","100.0%","2.90","A- (3.75)","N/A"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (F)","WI22","20","11","100.0%","100.0%","2.50","A (4.00)","A- (3.98)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (G)","WI22","20","11","100.0%","100.0%","3.50","A (4.00)","A- (3.94)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (H)","WI22","20","9","100.0%","100.0%","4.94","A- (3.89)","A (4.00)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (I)","WI22","21","11","100.0%","100.0%","2.90","A (4.00)","A (4.00)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (J)","WI22","20","6","100.0%","100.0%","1.70","A (4.00)","A- (3.96)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (K)","WI22","20","13","90.9%","100.0%","1.33","A (4.00)","A- (3.90)"
"Salovey, Todd","TDAC 101 - Acting I (A)","WI22","22","6","100.0%","100.0%","3.83","A (4.00)","A- (3.94)"
"Harting, Carla Kelso","TDAC 101 - Acting I (B)","WI22","23","14","85.7%","78.6%","3.07","A (4.00)","A- (3.86)"
"Basso, Beatrice","TDAC 102 - Acting II (A)","WI22","21","8","100.0%","100.0%","3.50","A (4.00)","A (4.00)"
"Walsh, Kim C.","TDAC 102 - Acting II (B)","WI22","14","4","100.0%","100.0%","2.50","A- (3.75)","N/A"
